"year","species","bio_total_kg","port","timeseries","maxbio","index","metric"
2007,"yellowtail rockfish",3170473.99121691,"COS","Yellowtail rockfish COS",54784491.9897245,0.057871742094671,"Scaled biomass index"
2008,"yellowtail rockfish",3103778.33764944,"COS","Yellowtail rockfish COS",54784491.9897245,0.0566543236036868,"Scaled biomass index"
2009,"yellowtail rockfish",3812566.05427769,"COS","Yellowtail rockfish COS",54784491.9897245,0.0695920673133701,"Scaled biomass index"
2010,"yellowtail rockfish",2912487.22596969,"COS","Yellowtail rockfish COS",54784491.9897245,0.0531626217601134,"Scaled biomass index"
2011,"yellowtail rockfish",3879981.66177377,"COS","Yellowtail rockfish COS",54784491.9897245,0.0708226273687362,"Scaled biomass index"
2012,"yellowtail rockfish",2767533.11493242,"COS","Yellowtail rockfish COS",54784491.9897245,0.0505167249785123,"Scaled biomass index"
2013,"yellowtail rockfish",2624631.14476601,"COS","Yellowtail rockfish COS",54784491.9897245,0.0479082866234899,"Scaled biomass index"
2014,"yellowtail rockfish",3636855.25219544,"COS","Yellowtail rockfish COS",54784491.9897245,0.0663847581698407,"Scaled biomass index"
2015,"yellowtail rockfish",4948773.13475003,"COS","Yellowtail rockfish COS",54784491.9897245,0.0903316423136357,"Scaled biomass index"
2016,"yellowtail rockfish",7881904.55915114,"COS","Yellowtail rockfish COS",54784491.9897245,0.143871089662189,"Scaled biomass index"
2017,"yellowtail rockfish",6282998.34390068,"COS","Yellowtail rockfish COS",54784491.9897245,0.114685709690968,"Scaled biomass index"
2018,"yellowtail rockfish",5020384.93146517,"COS","Yellowtail rockfish COS",54784491.9897245,0.0916387968406608,"Scaled biomass index"
2019,"yellowtail rockfish",5028515.55189972,"COS","Yellowtail rockfish COS",54784491.9897245,0.091787207825946,"Scaled biomass index"
2021,"yellowtail rockfish",3422336.54836855,"COS","Yellowtail rockfish COS",54784491.9897245,0.0624690751720478,"Scaled biomass index"
2022,"yellowtail rockfish",4022615.60880525,"COS","Yellowtail rockfish COS",54784491.9897245,0.0734261734061483,"Scaled biomass index"
2023,"yellowtail rockfish",5619881.28897587,"COS","Yellowtail rockfish COS",54784491.9897245,0.102581608131549,"Scaled biomass index"
2024,"yellowtail rockfish",3287199.00077991,"COS","Yellowtail rockfish COS",54784491.9897245,0.0600023634680498,"Scaled biomass index"
2003,"yellowtail rockfish",1394511.90562848,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.025454500990719,"Scaled biomass index"
2004,"yellowtail rockfish",1175444.58091144,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0214557904658843,"Scaled biomass index"
2005,"yellowtail rockfish",1180381.70053396,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0215459093926682,"Scaled biomass index"
2006,"yellowtail rockfish",1178227.79667117,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0215065934515221,"Scaled biomass index"
2007,"yellowtail rockfish",2188600.48205168,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0399492703603453,"Scaled biomass index"
2008,"yellowtail rockfish",1153317.8357183,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0210519034462275,"Scaled biomass index"
2009,"yellowtail rockfish",1846088.89541155,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0336972896592308,"Scaled biomass index"
2010,"yellowtail rockfish",968624.84621817,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0176806393750963,"Scaled biomass index"
2011,"yellowtail rockfish",1309831.72468221,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0239088047932961,"Scaled biomass index"
2012,"yellowtail rockfish",1108695.57586399,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0202373981321565,"Scaled biomass index"
2013,"yellowtail rockfish",1388707.34153411,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0253485483044102,"Scaled biomass index"
2014,"yellowtail rockfish",1346460.64306925,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0245774049218489,"Scaled biomass index"
2015,"yellowtail rockfish",1974539.61853999,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.036041944477834,"Scaled biomass index"
2016,"yellowtail rockfish",2099265.30662221,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.03831860496244,"Scaled biomass index"
2017,"yellowtail rockfish",1363798.4641441,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0248938780777578,"Scaled biomass index"
2018,"yellowtail rockfish",1211551.46812904,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0221148617816204,"Scaled biomass index"
2019,"yellowtail rockfish",2048619.94800662,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0373941579743199,"Scaled biomass index"
2021,"yellowtail rockfish",1657040.36251152,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0302465223702781,"Scaled biomass index"
2022,"yellowtail rockfish",1458781.14449271,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0266276293073289,"Scaled biomass index"
2023,"yellowtail rockfish",1297567.19504201,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.0236849361546582,"Scaled biomass index"
2024,"yellowtail rockfish",1195454.72861527,"BRK","Yellowtail rockfish BRK",54784491.9897245,0.021821042510342,"Scaled biomass index"
2003,"yellowtail rockfish",900053.297295572,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0164289795269871,"Scaled biomass index"
2004,"yellowtail rockfish",894189.49405744,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0163219455284017,"Scaled biomass index"
2005,"yellowtail rockfish",1011607.3945477,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0184652144759768,"Scaled biomass index"
2006,"yellowtail rockfish",976627.562142402,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0178267156757716,"Scaled biomass index"
2007,"yellowtail rockfish",1955135.41308352,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0356877529036909,"Scaled biomass index"
2008,"yellowtail rockfish",858326.582584803,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0156673275850727,"Scaled biomass index"
2009,"yellowtail rockfish",1473124.01703761,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0268894346471975,"Scaled biomass index"
2010,"yellowtail rockfish",720090.037116424,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0131440488167981,"Scaled biomass index"
2011,"yellowtail rockfish",901469.809506656,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0164548356070499,"Scaled biomass index"
2012,"yellowtail rockfish",874591.127019774,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0159642098567568,"Scaled biomass index"
2013,"yellowtail rockfish",1327865.27790229,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0242379773851212,"Scaled biomass index"
2014,"yellowtail rockfish",1309285.5629717,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0238988355174905,"Scaled biomass index"
2015,"yellowtail rockfish",1441110.91546611,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0263050885958093,"Scaled biomass index"
2016,"yellowtail rockfish",1061450.04196716,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0193750093031117,"Scaled biomass index"
2017,"yellowtail rockfish",909388.605193708,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0165993800830402,"Scaled biomass index"
2018,"yellowtail rockfish",909338.452098435,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0165984646215026,"Scaled biomass index"
2019,"yellowtail rockfish",1398401.84879599,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0255255054488463,"Scaled biomass index"
2021,"yellowtail rockfish",1246368.53102117,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0227503894944384,"Scaled biomass index"
2022,"yellowtail rockfish",1021068.66945929,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0186379143508495,"Scaled biomass index"
2023,"yellowtail rockfish",1003385.71073081,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0183151412797441,"Scaled biomass index"
2024,"yellowtail rockfish",1165455.31194917,"CRS","Yellowtail rockfish CRS",54784491.9897245,0.0212734529356915,"Scaled biomass index"
2003,"yellowtail rockfish",2352868.45826206,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0429477097041142,"Scaled biomass index"
2004,"yellowtail rockfish",2426907.45270947,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0442991686984094,"Scaled biomass index"
2005,"yellowtail rockfish",2231506.33915508,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.040732445590143,"Scaled biomass index"
2006,"yellowtail rockfish",2767457.44308115,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0505153437144261,"Scaled biomass index"
2007,"yellowtail rockfish",3769349.58730642,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0688032224158145,"Scaled biomass index"
2008,"yellowtail rockfish",2292918.14585471,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0418534162237878,"Scaled biomass index"
2009,"yellowtail rockfish",2880075.7501556,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.05257100404793,"Scaled biomass index"
2010,"yellowtail rockfish",1931349.25592738,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.035253576072032,"Scaled biomass index"
2011,"yellowtail rockfish",2377593.71627145,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0433990282636443,"Scaled biomass index"
2012,"yellowtail rockfish",2423396.95529635,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0442350903929326,"Scaled biomass index"
2013,"yellowtail rockfish",3048720.76402134,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0556493389514896,"Scaled biomass index"
2014,"yellowtail rockfish",3243269.63165904,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0592005057246375,"Scaled biomass index"
2015,"yellowtail rockfish",3306517.25228984,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.060354986095518,"Scaled biomass index"
2016,"yellowtail rockfish",2019053.62798506,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.036854473860299,"Scaled biomass index"
2017,"yellowtail rockfish",2315208.3894887,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0422602876361973,"Scaled biomass index"
2018,"yellowtail rockfish",2314693.25340898,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0422508846818024,"Scaled biomass index"
2019,"yellowtail rockfish",3134130.6726206,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.057208355116416,"Scaled biomass index"
2021,"yellowtail rockfish",2819283.12851354,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0514613356101272,"Scaled biomass index"
2022,"yellowtail rockfish",2398171.51310241,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.043774641801045,"Scaled biomass index"
2023,"yellowtail rockfish",2811871.60344024,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0513260505175013,"Scaled biomass index"
2024,"yellowtail rockfish",3146586.84720183,"ERK","Yellowtail rockfish ERK",54784491.9897245,0.0574357219154648,"Scaled biomass index"
2003,"yellowtail rockfish",658452.969234878,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0120189664140425,"Scaled biomass index"
2004,"yellowtail rockfish",836065.086493053,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0152609809113475,"Scaled biomass index"
2005,"yellowtail rockfish",736759.002215689,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0134483131166732,"Scaled biomass index"
2006,"yellowtail rockfish",694403.787210437,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0126751889447233,"Scaled biomass index"
2007,"yellowtail rockfish",665229.038409496,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0121426523136195,"Scaled biomass index"
2008,"yellowtail rockfish",737959.881649504,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.013470233178176,"Scaled biomass index"
2009,"yellowtail rockfish",661600.865436286,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0120764260360464,"Scaled biomass index"
2010,"yellowtail rockfish",603009.21355391,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0110069326492434,"Scaled biomass index"
2011,"yellowtail rockfish",704471.783674832,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0128589635148385,"Scaled biomass index"
2012,"yellowtail rockfish",725348.678871603,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0132400365966276,"Scaled biomass index"
2013,"yellowtail rockfish",1140128.95683946,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0208111623459665,"Scaled biomass index"
2014,"yellowtail rockfish",779194.976190629,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0142229114096153,"Scaled biomass index"
2015,"yellowtail rockfish",676258.373844729,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0123439745315439,"Scaled biomass index"
2016,"yellowtail rockfish",588746.052080452,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0107465823027232,"Scaled biomass index"
2017,"yellowtail rockfish",667887.26535087,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0121911738357662,"Scaled biomass index"
2018,"yellowtail rockfish",674359.024360871,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0123093050582153,"Scaled biomass index"
2019,"yellowtail rockfish",731322.629697143,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0133490811566586,"Scaled biomass index"
2021,"yellowtail rockfish",863125.014329733,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0157549149947694,"Scaled biomass index"
2022,"yellowtail rockfish",646725.65096629,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0118049036776245,"Scaled biomass index"
2023,"yellowtail rockfish",868838.090739482,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.0158591977251965,"Scaled biomass index"
2024,"yellowtail rockfish",718999.159345012,"BRG","Yellowtail rockfish BRG",54784491.9897245,0.013124136653122,"Scaled biomass index"
2003,"yellowtail rockfish",297889.913155217,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00543748609024411,"Scaled biomass index"
2004,"yellowtail rockfish",249215.476087842,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00454901500473136,"Scaled biomass index"
2005,"yellowtail rockfish",241951.92703865,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00441643096889593,"Scaled biomass index"
2006,"yellowtail rockfish",248298.547535496,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00453227799542373,"Scaled biomass index"
2007,"yellowtail rockfish",236528.60113754,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00431743715323497,"Scaled biomass index"
2008,"yellowtail rockfish",244426.406090082,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00446159847819574,"Scaled biomass index"
2009,"yellowtail rockfish",343812.490009193,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00627572653359056,"Scaled biomass index"
2010,"yellowtail rockfish",289673.815491553,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00528751485996959,"Scaled biomass index"
2011,"yellowtail rockfish",246782.961486279,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00450461348683432,"Scaled biomass index"
2012,"yellowtail rockfish",255237.212021501,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00465893180262353,"Scaled biomass index"
2013,"yellowtail rockfish",299964.292582366,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00547535044476871,"Scaled biomass index"
2014,"yellowtail rockfish",291031.887429044,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00531230420980504,"Scaled biomass index"
2015,"yellowtail rockfish",274436.428363351,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.0050093816406078,"Scaled biomass index"
2016,"yellowtail rockfish",235085.661919811,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00429109869201496,"Scaled biomass index"
2017,"yellowtail rockfish",233424.385454912,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00426077484662436,"Scaled biomass index"
2018,"yellowtail rockfish",243844.257244251,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00445097231694669,"Scaled biomass index"
2019,"yellowtail rockfish",244263.590948038,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00445862655792908,"Scaled biomass index"
2021,"yellowtail rockfish",226513.850093483,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.0041346344899204,"Scaled biomass index"
2022,"yellowtail rockfish",234077.346506448,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00427269356719329,"Scaled biomass index"
2023,"yellowtail rockfish",229691.568681947,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00419263847011721,"Scaled biomass index"
2024,"yellowtail rockfish",235432.444931254,"MRO","Yellowtail rockfish MRO",54784491.9897245,0.00429742864048848,"Scaled biomass index"
2003,"shortbelly rockfish",31526.4694060585,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.010163924883262,"Scaled biomass index"
2004,"shortbelly rockfish",16558.8403921503,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00533846044515841,"Scaled biomass index"
2005,"shortbelly rockfish",12785.2834741911,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00412189069347286,"Scaled biomass index"
2006,"shortbelly rockfish",26815.8003387224,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00864523638269971,"Scaled biomass index"
2007,"shortbelly rockfish",12888.6374145397,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0041552113191529,"Scaled biomass index"
2008,"shortbelly rockfish",12420.3078058747,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00400422495586021,"Scaled biomass index"
2009,"shortbelly rockfish",11882.3254425127,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00383078300588151,"Scaled biomass index"
2010,"shortbelly rockfish",12055.234555437,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00388652775841812,"Scaled biomass index"
2011,"shortbelly rockfish",24064.7098757594,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00775830304257628,"Scaled biomass index"
2012,"shortbelly rockfish",16007.0783481745,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.005160576017436,"Scaled biomass index"
2013,"shortbelly rockfish",73069.7725491724,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.02355721060488,"Scaled biomass index"
2014,"shortbelly rockfish",28958.3849259635,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00933599145965635,"Scaled biomass index"
2015,"shortbelly rockfish",28561.3141716393,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.00920797847893495,"Scaled biomass index"
2016,"shortbelly rockfish",94736.7219520645,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0305424915554363,"Scaled biomass index"
2017,"shortbelly rockfish",88453.4224896358,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0285167974336932,"Scaled biomass index"
2018,"shortbelly rockfish",190732.827831313,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0614910001459621,"Scaled biomass index"
2019,"shortbelly rockfish",63775.5092381905,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0205608016850812,"Scaled biomass index"
2021,"shortbelly rockfish",175688.936882188,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0566409493651567,"Scaled biomass index"
2022,"shortbelly rockfish",231928.775185877,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0747723006624779,"Scaled biomass index"
2023,"shortbelly rockfish",139788.18030391,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0450667832758902,"Scaled biomass index"
2024,"shortbelly rockfish",97056.148521631,"BLL","Shortbelly rockfish BLL",3101800.70869832,0.0312902593159704,"Scaled biomass index"
2003,"shortbelly rockfish",152339.015236876,"AST","Shortbelly rockfish AST",3101800.70869832,0.0491130893128223,"Scaled biomass index"
2004,"shortbelly rockfish",123609.41345523,"AST","Shortbelly rockfish AST",3101800.70869832,0.0398508560232752,"Scaled biomass index"
2005,"shortbelly rockfish",69677.598857524,"AST","Shortbelly rockfish AST",3101800.70869832,0.0224635962788094,"Scaled biomass index"
2006,"shortbelly rockfish",104490.303277223,"AST","Shortbelly rockfish AST",3101800.70869832,0.0336869815601638,"Scaled biomass index"
2007,"shortbelly rockfish",79691.9792597199,"AST","Shortbelly rockfish AST",3101800.70869832,0.0256921661782594,"Scaled biomass index"
2008,"shortbelly rockfish",63696.5618787703,"AST","Shortbelly rockfish AST",3101800.70869832,0.0205353495794064,"Scaled biomass index"
2009,"shortbelly rockfish",57994.6282878935,"AST","Shortbelly rockfish AST",3101800.70869832,0.0186970839632799,"Scaled biomass index"
2010,"shortbelly rockfish",79570.0319959276,"AST","Shortbelly rockfish AST",3101800.70869832,0.0256528511882762,"Scaled biomass index"
2011,"shortbelly rockfish",96698.6888816294,"AST","Shortbelly rockfish AST",3101800.70869832,0.031175016696095,"Scaled biomass index"
2012,"shortbelly rockfish",99647.3130195007,"AST","Shortbelly rockfish AST",3101800.70869832,0.0321256335844085,"Scaled biomass index"
2013,"shortbelly rockfish",488080.731389048,"AST","Shortbelly rockfish AST",3101800.70869832,0.15735399441374,"Scaled biomass index"
2014,"shortbelly rockfish",265894.347549926,"AST","Shortbelly rockfish AST",3101800.70869832,0.0857225761810822,"Scaled biomass index"
2015,"shortbelly rockfish",230407.628038668,"AST","Shortbelly rockfish AST",3101800.70869832,0.0742818928993537,"Scaled biomass index"
2016,"shortbelly rockfish",416740.164102742,"AST","Shortbelly rockfish AST",3101800.70869832,0.13435426813015,"Scaled biomass index"
2017,"shortbelly rockfish",725144.423432031,"AST","Shortbelly rockfish AST",3101800.70869832,0.233781758253689,"Scaled biomass index"
2018,"shortbelly rockfish",448255.799393691,"AST","Shortbelly rockfish AST",3101800.70869832,0.144514700166473,"Scaled biomass index"
2019,"shortbelly rockfish",576508.617391166,"AST","Shortbelly rockfish AST",3101800.70869832,0.185862559053028,"Scaled biomass index"
2021,"shortbelly rockfish",644579.373882225,"AST","Shortbelly rockfish AST",3101800.70869832,0.207808119997731,"Scaled biomass index"
2022,"shortbelly rockfish",1408748.10937972,"AST","Shortbelly rockfish AST",3101800.70869832,0.454171057937152,"Scaled biomass index"
2023,"shortbelly rockfish",485695.990432057,"AST","Shortbelly rockfish AST",3101800.70869832,0.156585169727388,"Scaled biomass index"
2024,"shortbelly rockfish",338576.859436792,"AST","Shortbelly rockfish AST",3101800.70869832,0.109154936513918,"Scaled biomass index"
2003,"shortbelly rockfish",86523.3395758131,"COS","Shortbelly rockfish COS",3101800.70869832,0.0278945514884878,"Scaled biomass index"
2004,"shortbelly rockfish",125793.060838029,"COS","Shortbelly rockfish COS",3101800.70869832,0.0405548494734913,"Scaled biomass index"
2005,"shortbelly rockfish",63110.6462531791,"COS","Shortbelly rockfish COS",3101800.70869832,0.0203464542632282,"Scaled biomass index"
2006,"shortbelly rockfish",75134.3211971168,"COS","Shortbelly rockfish COS",3101800.70869832,0.0242228074119717,"Scaled biomass index"
2007,"shortbelly rockfish",73874.2212758042,"COS","Shortbelly rockfish COS",3101800.70869832,0.0238165595451185,"Scaled biomass index"
2008,"shortbelly rockfish",44737.7255847403,"COS","Shortbelly rockfish COS",3101800.70869832,0.0144231463547233,"Scaled biomass index"
2009,"shortbelly rockfish",36239.7460760431,"COS","Shortbelly rockfish COS",3101800.70869832,0.0116834540576436,"Scaled biomass index"
2010,"shortbelly rockfish",89516.8925960381,"COS","Shortbelly rockfish COS",3101800.70869832,0.028859653150832,"Scaled biomass index"
2011,"shortbelly rockfish",79011.792512963,"COS","Shortbelly rockfish COS",3101800.70869832,0.0254728784771349,"Scaled biomass index"
2012,"shortbelly rockfish",115718.380619106,"COS","Shortbelly rockfish COS",3101800.70869832,0.0373068393125964,"Scaled biomass index"
2013,"shortbelly rockfish",641781.151632388,"COS","Shortbelly rockfish COS",3101800.70869832,0.206905991681753,"Scaled biomass index"
2014,"shortbelly rockfish",357796.951816698,"COS","Shortbelly rockfish COS",3101800.70869832,0.115351366969946,"Scaled biomass index"
2015,"shortbelly rockfish",180898.827430995,"COS","Shortbelly rockfish COS",3101800.70869832,0.0583205835641548,"Scaled biomass index"
2016,"shortbelly rockfish",374384.084396107,"COS","Shortbelly rockfish COS",3101800.70869832,0.120698948628849,"Scaled biomass index"
2017,"shortbelly rockfish",684063.787553735,"COS","Shortbelly rockfish COS",3101800.70869832,0.220537633393219,"Scaled biomass index"
2018,"shortbelly rockfish",178225.593057896,"COS","Shortbelly rockfish COS",3101800.70869832,0.0574587505116307,"Scaled biomass index"
2019,"shortbelly rockfish",225122.720466534,"COS","Shortbelly rockfish COS",3101800.70869832,0.0725780737089997,"Scaled biomass index"
2021,"shortbelly rockfish",296099.499345276,"COS","Shortbelly rockfish COS",3101800.70869832,0.0954605170199781,"Scaled biomass index"
2022,"shortbelly rockfish",273581.108233201,"COS","Shortbelly rockfish COS",3101800.70869832,0.0882007369029232,"Scaled biomass index"
2023,"shortbelly rockfish",271242.240798477,"COS","Shortbelly rockfish COS",3101800.70869832,0.0874467015362521,"Scaled biomass index"
2024,"shortbelly rockfish",116308.489284522,"COS","Shortbelly rockfish COS",3101800.70869832,0.0374970864370366,"Scaled biomass index"
2003,"shortbelly rockfish",46491.0950828437,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0149884210653733,"Scaled biomass index"
2004,"shortbelly rockfish",64851.3430137115,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0209076433672383,"Scaled biomass index"
2005,"shortbelly rockfish",38663.5223782577,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0124648634806983,"Scaled biomass index"
2006,"shortbelly rockfish",40994.0144466614,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.013216198684752,"Scaled biomass index"
2007,"shortbelly rockfish",40251.8144494468,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0129769183224987,"Scaled biomass index"
2008,"shortbelly rockfish",21260.3024314862,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0068541806608872,"Scaled biomass index"
2009,"shortbelly rockfish",15730.4368477213,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.00507138863035551,"Scaled biomass index"
2010,"shortbelly rockfish",43113.157269809,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0138993962922594,"Scaled biomass index"
2011,"shortbelly rockfish",30333.6816017728,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.00977937799701594,"Scaled biomass index"
2012,"shortbelly rockfish",93727.6096022799,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0302171604189275,"Scaled biomass index"
2013,"shortbelly rockfish",170788.379451716,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0550610421142717,"Scaled biomass index"
2014,"shortbelly rockfish",160317.862664338,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0516854168660035,"Scaled biomass index"
2015,"shortbelly rockfish",91658.3044578756,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0295500301488874,"Scaled biomass index"
2016,"shortbelly rockfish",92684.4642173563,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0298808572573484,"Scaled biomass index"
2017,"shortbelly rockfish",184378.91469121,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0594425406423309,"Scaled biomass index"
2018,"shortbelly rockfish",68178.9844095705,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0219804529086532,"Scaled biomass index"
2019,"shortbelly rockfish",109163.359721669,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0351935440002784,"Scaled biomass index"
2021,"shortbelly rockfish",139347.088771954,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0449245782880847,"Scaled biomass index"
2022,"shortbelly rockfish",117372.315242191,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0378400568782662,"Scaled biomass index"
2023,"shortbelly rockfish",106776.636283406,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0344240801750979,"Scaled biomass index"
2024,"shortbelly rockfish",44850.7974377947,"BRK","Shortbelly rockfish BRK",3101800.70869832,0.0144595999710815,"Scaled biomass index"
